location,type,starttime,endtime,coords
Den Haag-Rotterdam,gestrande trein,2017-05-23 08:35,2017-05-23 08:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,eerdere verstoring,2017-05-21 16:59,2017-05-21 18:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-05-20 03:27,2017-05-20 03:55,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,wisselstoring,2017-05-19 22:16,2017-05-19 23:14,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-05-18 07:29,2017-05-18 12:58,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,uitloop van werkzaamheden,2017-05-18 05:11,2017-05-18 05:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,eerdere verstoring,2017-05-17 17:40,2017-05-17 19:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag Centraal,wisselstoring,2017-05-15 05:46,2017-05-15 05:54,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-05-14 19:46,2017-05-14 21:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-05-14 08:37,2017-05-14 09:13,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-05-14 00:26,2017-05-14 00:47,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,sein-en wisselstoring,2017-05-12 14:27,2017-05-12 15:31,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defect spoor,2017-05-11 21:23,2017-05-11 23:53,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,verstoring elders,2017-05-11 19:22,2017-05-11 20:14,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-05-04 10:26,2017-05-04 13:46,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,persoon langs het spoor,2017-05-03 12:37,2017-05-03 13:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Eindhoven (HSL),eerdere verstoring,2017-05-02 18:21,2017-05-02 00:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte trein,2017-05-02 16:33,2017-05-02 17:58,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Dordrecht,onverwachte werkzaamheden,2017-05-02 15:41,2017-05-02 16:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defect spoor,2017-05-02 13:09,2017-05-02 13:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,eerdere verstoring,2017-05-01 05:50,2017-05-01 09:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-04-30 12:03,2017-04-30 13:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-04-29 10:27,2017-04-29 11:28,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-04-28 22:09,2017-04-28 22:44,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte bovenleiding,2017-04-27 15:18,2017-04-27 16:58,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte trein,2017-04-27 07:10,2017-04-27 07:12,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Gouda Goverwelle,beschadigd spoorviaduct,2017-04-26 14:51,2017-04-26 15:43,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Eindhoven (HSL),eerdere verstoring,2017-04-19 12:26,2017-04-19 15:15,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,eerdere verstoring,2017-04-17 12:18,2017-04-17 13:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-04-15 18:14,2017-04-15 19:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-04-14 12:19,2017-04-14 12:28,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag C,wisselstoring,2017-04-13 22:31,2017-04-13 00:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte trein,2017-04-11 19:07,2017-04-11 20:00,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-04-10 20:24,2017-04-10 00:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,sein-en wisselstoring,2017-04-07 11:46,2017-04-07 12:16,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,verstoring elders,2017-04-07 09:33,2017-04-07 11:45,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,eerdere verstoring,2017-04-05 18:32,2017-04-05 23:26,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-04-02 16:47,2017-04-02 18:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),eerdere verstoring,2017-03-27 09:06,2017-03-27 10:44,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte trein,2017-03-26 11:21,2017-03-26 12:14,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte trein,2017-03-24 20:40,2017-03-24 23:15,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,herstelwerkzaamheden,2017-03-23 16:13,2017-03-23 17:05,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-03-22 11:18,2017-03-22 11:25,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-03-22 06:57,2017-03-22 07:14,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),seinstoring,2017-03-19 18:51,2017-03-19 20:43,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,persoon op het spoor,2017-03-17 11:13,2017-03-17 11:32,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,seinstoring,2017-03-15 17:14,2017-03-15 23:14,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte bovenleiding,2017-03-13 19:15,2017-03-13 19:24,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Rotterdam-Breda (HSL),defecte trein,2017-03-11 08:41,2017-03-11 10:15,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,gestrande trein,2017-03-10 14:24,2017-03-10 17:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-03-10 07:40,2017-03-10 08:07,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-03-10 07:28,2017-03-10 08:44,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL); Rotterdam-Breda (HSL),defecte trein,2017-03-09 07:32,2017-03-09 09:16,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Dordrecht,seinstoring,2017-03-08 16:10,2017-03-08 17:45,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag HS; Leiden-Den Haag C,defecte trein,2017-03-07 17:41,2017-03-07 17:58,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}, 'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Leiden-Den Haag HS,defecte bovenleiding,2017-03-06 21:46,2017-03-06 22:30,"{'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Leiden-Den Haag HS,wisselstoring,2017-03-03 05:51,2017-03-03 07:58,"{'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Den Haag-Rotterdam,defecte trein,2017-03-02 21:51,2017-03-02 22:43,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Dordrecht,gestrande trein,2017-03-02 14:50,2017-03-02 15:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,harde wind op de Hogesnelheidslijn,2017-03-02 05:07,2017-03-02 10:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,inzet van hulpdiensten,2017-03-01 15:14,2017-03-01 15:58,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag C,eerdere verstoring,2017-03-01 11:38,2017-03-01 14:28,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag HS,wisselstoring,2017-03-01 05:29,2017-03-01 08:54,"{'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Den Haag-Rotterdam,defecte bovenleiding,2017-02-28 07:23,2017-02-28 09:31,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,verstoring elders,2017-02-27 16:02,2017-02-27 19:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Dordrecht,defecte trein,2017-02-25 17:39,2017-02-25 19:45,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Dordrecht,inzet van hulpdiensten,2017-02-24 14:31,2017-02-24 15:44,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,de weersomstandigheden,2017-02-23 10:50,2017-02-23 01:02,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,storing in een tunnel,2017-02-22 16:45,2017-02-22 18:02,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),eerdere verstoring,2017-02-21 12:16,2017-02-21 14:28,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,defecte trein,2017-02-20 13:40,2017-02-20 14:28,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,gestrande trein,2017-02-20 11:46,2017-02-20 11:53,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-02-18 22:37,2017-02-18 23:01,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag HS,persoon op het spoor,2017-02-18 12:40,2017-02-18 12:56,"{'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Leiden-Den Haag C,wisselstoring,2017-02-16 14:38,2017-02-16 15:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag C,nog onbekende oorzaak,2017-02-16 13:44,2017-02-16 14:13,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,wisselstoring,2017-02-16 12:09,2017-02-16 17:04,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,seinstoring,2017-02-16 07:59,2017-02-16 08:08,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Rotterdam; Den Haag-Rotterdam,defecte trein,2017-02-16 07:12,2017-02-16 07:12,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Rotterdam-Breda (HSL); Den Haag-Rotterdam-Breda (HSL),wisselstoring,2017-02-14 10:53,2017-02-14 14:01,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-02-09 11:05,2017-02-09 11:09,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Rotterdam; Den Haag-Rotterdam,wisselstoring,2017-02-08 04:56,2017-02-08 07:01,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Rotterdam; Den Haag-Rotterdam,defecte trein,2017-02-07 18:39,2017-02-07 18:56,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag HS; Den Haag-Rotterdam,defecte trein,2017-02-06 11:24,2017-02-06 11:44,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}, 'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Den Haag-Rotterdam,eerdere verstoring,2017-02-05 10:17,2017-02-05 14:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,verstoring elders,2017-02-05 08:11,2017-02-05 09:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte trein,2017-02-03 14:20,2017-02-03 15:01,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,gestrande trein,2017-02-02 12:58,2017-02-02 13:57,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Gouda-Den Haag; Leiden-Den Haag C; Den Haag-Rotterdam,eerdere verstoring,2017-01-31 05:11,2017-01-31 07:33,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-01-27 21:25,2017-01-27 21:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-01-26 10:01,2017-01-26 11:16,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Rotterdam; Den Haag-Rotterdam,brandmelding,2017-01-24 19:28,2017-01-24 21:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Rotterdam; Den Haag-Rotterdam,brandmelding,2017-01-24 14:52,2017-01-24 16:58,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-01-23 09:48,2017-01-23 09:50,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,seinstoring,2017-01-18 11:14,2017-01-18 14:01,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-01-17 08:31,2017-01-17 08:55,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,werkzaamheden,2017-01-12 11:24,2017-01-12 16:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Dordrecht; Den Haag-Rotterdam-Dordrecht,defect wissel,2017-01-12 04:25,2017-01-12 11:25,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,gestrande trein,2017-01-10 21:06,2017-01-10 22:00,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,beschadigde bovenleiding,2017-01-07 10:55,2017-01-07 16:42,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Dordrecht; Den Haag-Rotterdam,inzet van hulpdiensten,2017-01-03 06:56,2017-01-03 08:02,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag HS; Leiden-Den Haag C,gestrande trein,2017-01-02 14:40,2017-01-02 14:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}, 'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Leiden-Den Haag HS; Leiden-Den Haag C,persoon op het spoor,2017-01-01 21:21,2017-01-01 21:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}, 'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Den Haag HS-Delft,aanrijding met een persoon,2016-12-28 13:09,2016-12-28 17:31,"{'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Den Haag C.-Leiden C.,aanrijding,2016-12-27 05:57,2016-12-27 07:48,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Gouda-Den Haag C./Rotterdam C./Utrecht C.,verstoring elders,2016-12-26 21:17,2016-12-26 23:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Gouda-Den Haag C.,wisselstoring,2016-12-25 09:26,2016-12-25 09:44,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag HS-Delft,brandmelding,2016-12-18 04:57,2016-12-18 08:06,"{'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Rotterdam C.-Den Haag HS,wisselstoring,2016-12-14 09:18,2016-12-14 09:22,"{'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Leiden C.-Den Haag C./Den Haag HS,aanrijding met een voertuig,2016-12-01 08:39,2016-12-01 12:31,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}, 'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Den Haag C.-Leiden C.,dier op het spoor,2016-11-30 23:12,2016-11-30 00:17,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Utrecht C.-Den Haag C.,beperkingen in de materieelinzet,2016-11-24 04:57,2016-11-24 21:32,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.-Utrecht C. 24 november,Door beperkingen in de materieelinzet.,2016-11-23 14:25,2016-11-23 18:11,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Ook morgen minder Intercity's Nijmegen-Schiphol en Den Haag-Utrecht,Beperking in materieelinzet.,2016-11-23 14:15,2016-11-23 02:31,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.-Utrecht C.,beperkingen in de materieelinzet,2016-11-23 05:26,2016-11-23 21:32,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag HS-Delft,brandmelding,2016-11-21 07:57,2016-11-21 09:47,"{'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Dordrecht-Den Haag HS,de weersomstandigheden,2016-11-20 14:25,2016-11-20 19:57,"{'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Gouda-Den Haag C.,seinstoring,2016-11-15 18:44,2016-11-15 20:46,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.-Utrecht C.,werkzaamheden,2016-11-14 21:09,2016-11-14 01:27,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.-Utrecht C.,overwegstoring,2016-11-14 15:36,2016-11-14 21:00,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Gouda-Den Haag C.,eerdere verstoring,2016-11-14 10:54,2016-11-14 15:32,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.-Dordrecht,seinstoring,2016-11-14 08:26,2016-11-14 19:17,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.-Rotterdam C.,defecte trein,2016-11-08 05:39,2016-11-08 06:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.-Gouda,aanrijding met een persoon,2016-11-06 10:09,2016-11-06 14:15,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Rotterdam C.-Den Haag HS,defect spoor,2016-11-03 09:07,2016-11-03 01:59,"{'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Rotterdam C.-Den Haag C.,sein-en overwegstoring,2016-11-03 06:04,2016-11-03 07:32,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.,eerdere verstoring,2016-10-23 15:14,2016-10-23 15:32,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Rotterdam C.-Den Haag C.,defecte bovenleiding,2016-10-20 00:01,2016-10-20 01:02,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.-Gouda,gestrande trein,2016-10-19 06:27,2016-10-19 06:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.-Utrecht C.,defecte bovenleiding,2016-10-14 05:09,2016-10-14 12:02,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.-Gouda,defecte bovenleiding,2016-10-14 04:53,2016-10-14 10:31,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Gouda-Den Haag HS,defecte bovenleiding,2016-10-14 01:31,2016-10-14 02:34,"{'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Den Haag HS-Delft,dier op het spoor,2016-10-08 18:10,2016-10-08 18:17,"{'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Den Haag C.-Breda,defecte trein,2016-10-07 11:34,2016-10-07 12:02,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag HS-Gouda/Rotterdam C.,aanrijding met een persoon,2016-10-07 01:54,2016-10-07 05:19,"{'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Gouda-Den Haag C.,defecte trein,2016-10-06 07:42,2016-10-06 08:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.-Leiden C.,wisselstoring,2016-10-06 07:34,2016-10-06 11:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.-Dordrecht,defect spoor,2016-10-06 07:02,2016-10-06 10:21,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.-Gouda,eerdere verstoring,2016-10-05 07:28,2016-10-05 08:31,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.-Dordrecht,defecte trein,2016-10-01 16:34,2016-10-01 18:00,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Gouda-Den Haag C.,defect spoor,2016-09-30 09:04,2016-09-30 10:02,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Dordrecht-Den Haag C.,wisselstoring,2016-09-29 05:59,2016-09-29 02:32,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.-Gouda,defect spoor,2016-09-28 19:52,2016-09-28 20:40,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.-Gouda,stroomstoring,2016-09-27 11:44,2016-09-27 12:03,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Utrecht C.-Den Haag C.,eerdere verstoring,2016-09-26 10:53,2016-09-26 11:57,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden C.-Den Haag HS,versperring,2016-09-25 04:40,2016-09-25 06:53,"{'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Den Haag C.-Leiden C.,seinstoring,2016-09-20 15:28,2016-09-20 17:45,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.-Leiden C.,seinstoring,2016-09-20 10:28,2016-09-20 13:06,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag C.-Leiden C.,seinstoring,2016-09-19 05:54,2016-09-19 10:35,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
